id,sensorId,dt,value
296;1;06/11/2015;19.2
297;3;26/09/1979;41.2
298;3;03/03/1980;61.8
299;1;19/03/2000;59.7
300;5;21/09/2006;78
301;2;13/06/1989;94.3
302;2;27/07/1985;21.3
303;5;25/01/2010;49.6
304;5;29/03/1975;56.2
305;4;13/06/1976;24.1
306;1;19/12/2009;94.6
307;5;03/10/1970;66.3
308;5;17/08/1971;11.6
309;2;28/01/2015;78.8
310;4;31/07/1984;46.2
311;4;31/07/2010;73.7
312;2;16/03/2010;8.6
313;4;09/08/2019;6.2
314;5;25/02/2003;36.1
315;5;29/12/1989;89.9
316;2;04/07/1997;69.5
317;5;07/07/2001;26.7
318;3;29/09/2019;54.4
319;2;25/03/1993;19
320;1;26/11/1997;35.5
321;3;21/09/1975;24.6
322;5;21/11/1989;41.2
323;2;21/08/2009;55.2
324;1;25/02/2004;88.2
325;4;22/05/2004;4.3
326;2;01/01/1991;88.6
327;1;03/12/1985;29
328;2;03/08/1973;96.6
329;1;18/12/1975;58.8
330;1;03/04/1971;93.1
331;4;15/04/2020;0.2
332;3;29/08/1980;51
333;1;11/11/2010;98.4
334;2;20/07/2001;93.7
335;5;07/09/1979;37.1
336;2;11/08/1983;58.6
337;2;01/01/2021;65.6
338;5;27/12/2003;81.5
339;1;24/02/2001;24.5
340;3;26/01/2000;1.3
341;5;06/10/2003;5.4
342;4;12/08/2002;87.3
343;5;18/04/1970;39.1
344;1;06/07/2015;22.1
345;4;23/02/2009;25.8
346;2;13/03/1992;83.3
347;5;14/12/2007;70.7
348;3;12/02/1996;71.7
349;4;05/08/2017;49.6
350;1;30/04/2008;51
351;5;18/08/2004;30.7
352;2;15/03/1989;35.9
353;1;14/08/2017;78.1
354;5;17/12/2006;34.6
355;1;21/05/2008;56.5
356;3;08/09/1973;50.6
357;1;01/02/1972;73.5
358;1;11/03/2000;9.6
359;4;29/10/1995;55.3
360;1;25/03/2016;8.4
361;2;10/11/1979;95.5
362;5;08/12/1979;56.8
363;4;08/03/1975;2.6
364;4;12/03/1977;25.2
365;1;21/11/1994;31.7
366;1;10/11/2018;67.8
367;1;20/02/1985;25.4
368;4;17/09/1988;54.1
369;1;18/03/1980;34.1
370;5;14/01/2000;96.1
371;1;17/04/2001;81.1
372;1;19/12/2012;2.1
373;4;07/03/1994;42
374;1;05/09/2002;15.7
375;3;05/09/1983;19.4
376;4;14/10/2017;82
377;5;16/01/2007;91.4
378;2;24/10/2019;99.1
379;1;22/12/2015;38
380;5;29/03/1987;78.8
381;4;23/07/2016;52.9
382;5;18/01/1978;29.1
383;4;29/08/1973;44.7
384;2;25/09/2002;68.2
385;4;18/10/1979;27.6
386;5;22/05/1996;96.8
387;2;06/01/1998;77.6
388;5;08/06/2020;64.5
389;2;30/03/1996;20.3
390;1;15/02/1987;29.9
391;5;23/11/1981;13.7
392;2;01/09/1977;37.2
393;3;18/09/1975;23
394;5;01/12/2015;77.2
395;5;02/10/2014;0.3
396;3;21/07/2019;75.2
397;5;19/10/1981;75
398;2;29/10/1986;82.2
399;2;23/03/1970;29.6
400;3;20/02/1993;90.7
401;3;21/02/2004;65.2
402;5;05/01/1996;5.5
403;3;04/04/1996;58
404;4;02/07/2012;74.3
405;1;27/12/1995;57.1
406;2;12/06/1971;77.7
407;2;03/03/2006;40.8
408;3;29/09/1998;27.4
409;5;04/02/2008;93.5
410;4;19/06/2020;52.9
411;4;26/07/2003;76
412;3;16/07/1984;99
413;1;21/10/1996;0.3
414;1;05/08/2000;73.2
415;3;29/09/1989;19.4
416;5;30/05/1984;25.2
417;2;25/12/1971;90.5
418;3;13/07/1993;29.3
419;5;20/08/1990;56
420;2;07/01/1998;96.8
421;3;29/09/1983;83.3
422;4;17/01/2021;74.3
423;1;11/06/1992;1
424;5;28/07/1976;87.6
425;1;28/03/2012;6.3
426;4;07/11/1976;29
427;5;07/01/1990;35
428;4;26/12/1978;28.4
429;3;15/07/2005;13
430;4;15/02/2015;42.7
431;3;25/02/1994;71.4
432;2;07/09/2020;78.6
433;3;01/01/1988;11.6
434;3;11/05/1974;34.7
435;4;29/04/1976;68.6
436;4;31/07/1973;15.5
437;3;03/12/1970;19.3
438;2;04/10/1976;24.1
439;3;22/01/2010;23.8
440;4;10/06/2003;16.4
441;1;21/12/1982;10.6
442;2;23/03/1985;37.1
443;5;01/02/1975;88.2
444;4;01/06/1989;61.6
445;1;10/11/2003;77.8
446;4;07/07/2012;6.6
447;1;30/07/2018;99.8
448;2;26/03/2006;9.3
449;1;31/12/1988;43
450;5;12/06/2002;3.8
451;4;07/06/2016;87.7
452;3;29/08/2006;78.1
453;3;09/07/1996;65
454;5;20/10/2009;28.4
455;1;17/02/1978;90.1
456;4;05/03/2013;42.5
457;5;08/04/1997;0.8
458;2;28/08/1982;33.1
459;5;15/09/1980;46.8
460;5;06/10/2019;3.3
461;2;16/12/1982;37.6
462;4;28/07/1999;78.5
463;2;28/04/1991;1.5
464;5;05/03/2011;96.6
465;5;12/07/2015;66
466;2;17/10/2005;87.8
467;4;11/07/1977;83.2
468;5;15/02/1970;93.6
469;5;19/10/1991;13.3
470;3;01/12/1999;39.6
471;2;07/01/1975;35.2
472;5;17/03/2013;61.3
473;1;24/09/1975;71.4
474;4;23/11/1998;59.7
475;4;27/11/1979;75.5
476;3;12/05/1992;48.8
477;2;17/05/1982;30.3
478;4;28/09/1985;28.6
479;4;08/02/1970;78.5
480;2;23/08/2004;61
481;4;22/01/1988;85.2
482;4;01/12/2014;63.1
483;2;06/03/2004;34.7
484;2;11/09/2017;27.6
485;5;17/04/2010;36
486;4;22/09/1975;30.3
487;2;12/07/1998;64.9
488;1;12/01/2000;30.4
489;5;30/08/1972;49.1
490;5;15/07/2011;86.7
491;3;11/09/1973;78.9
492;2;10/09/1990;79.1
493;3;02/05/2016;35.1
494;4;04/07/1974;40.9
495;5;21/11/1979;76.3
496;2;16/03/2003;24.3
497;1;24/08/1999;17.1
498;3;30/12/2002;84.6
499;1;12/08/2001;3.5
500;1;12/09/2012;69.6
501;2;16/11/1973;55.4
502;2;24/09/2007;45.2
503;3;20/07/2014;45.7
504;2;29/08/2006;66.5
505;1;05/02/1992;40.7
506;4;06/08/2020;49.6
507;4;15/01/2000;21
508;2;16/11/2003;81.9
509;5;11/01/2013;70.1
510;4;07/11/1970;70.1
511;3;15/11/2013;53.6
512;2;17/03/2011;18.1
513;5;01/02/1975;9.3
514;3;31/01/2010;29
515;4;13/04/1986;31
516;1;27/01/2008;7.7
517;2;24/10/1990;90.9
518;2;03/06/1973;51.9
519;1;23/12/2005;55.4
520;1;17/07/2011;93.4
521;1;07/02/2010;30.4
522;5;10/10/1987;54.6
523;1;12/07/2016;4.7
524;1;15/01/2021;94.2
525;2;19/12/1974;60.9
526;2;05/03/2003;9
527;3;12/08/1971;17.3
528;2;11/08/2005;4.8
529;4;10/12/2008;11.4
530;3;29/08/1973;12.3
531;4;10/09/1994;98.1
532;2;11/05/1985;58.5
533;4;08/04/2014;22.9
534;3;22/04/2019;8.1
535;3;11/02/1988;25.5
536;1;17/10/2005;92.1
537;1;12/01/1970;66.7
538;1;13/02/2017;20.1
539;2;01/05/1992;3.9
540;2;30/10/2014;38.9
541;3;18/07/1976;7.6
542;5;17/10/1999;98.1
543;1;19/06/1988;10.4
544;1;03/09/1981;84.7
545;2;23/07/1989;20.6
546;1;17/09/1987;60.6
547;4;29/11/1981;54.9
548;4;06/07/1970;67.2
549;5;20/01/2016;87.4
550;2;27/09/1971;93.3
551;5;05/12/2012;58
552;4;03/09/1997;51.6
553;2;14/10/1987;70.2
554;1;14/02/1990;65.2
555;4;31/08/2017;63.7
556;3;02/06/1982;46.4
557;5;05/05/2019;20.4
558;5;23/10/2013;50.2
559;1;13/02/2021;54.7
560;5;19/05/1985;27.5
561;3;22/10/1975;84.4
562;4;01/02/1970;4.4
563;2;13/01/2015;42.5
564;4;23/03/2015;80.7
565;2;15/09/2011;14.2
566;5;06/06/1974;9.3
567;3;15/03/2015;58.6
568;3;07/04/1985;37.8
569;4;17/12/1984;18.4
570;3;09/07/1990;54.1
571;3;05/09/2015;63.2
572;5;27/03/2001;70.9
573;5;20/02/1996;32.7
574;2;04/01/1971;32
575;5;28/10/1981;82.7
576;5;21/07/1978;70.1
577;2;04/03/2006;24.3
578;3;22/08/1997;5.4
579;1;24/11/1977;22.6
580;5;11/12/2007;70.5
581;2;18/05/1974;28.6
582;5;10/08/2002;31.8
583;2;23/10/2000;93.6
584;4;17/10/1996;63.3
585;2;14/07/2008;70.1
586;3;21/07/2020;64.8
587;5;26/12/1980;36.6
588;1;03/04/1990;22.4
589;3;05/10/1970;16.6
590;3;05/06/2018;2.6
591;3;30/01/1970;14.9
592;4;04/12/2013;33
593;4;06/08/1997;60.4
594;4;02/03/2002;37.5
595;1;19/12/2003;4
596;3;31/05/1988;18.5
597;4;22/03/1971;6.7
598;5;18/07/1987;14.8
599;1;13/02/1980;74.3
600;4;30/05/2002;60.3
601;4;19/11/1980;26.4
602;5;07/03/2011;6
603;1;10/08/1971;10.8
604;2;10/12/1982;71.1
605;4;21/07/1981;53.3
606;4;21/07/2013;14.4
607;3;20/07/2002;2
608;1;06/08/2006;2.7
609;1;18/10/2001;94.5
610;5;11/06/2004;25.8
611;1;02/10/2002;87.6
612;3;02/01/1988;25.6
613;5;14/05/1983;19.2
614;2;21/09/2003;54.1
615;5;21/09/2010;93.7
616;3;15/11/1979;46.3
617;2;19/04/2006;27.3
618;5;11/11/1993;75.1
619;3;23/01/2009;56.4
620;4;23/04/2008;51.4
621;4;23/01/1990;23
622;1;31/10/1986;7.2
623;2;26/07/1986;9.6
624;4;27/10/1970;57.3
625;5;17/01/1990;91.3
626;2;18/04/1997;45.9
627;2;13/11/2012;23.9
628;4;30/10/2001;83.9
629;1;20/04/1979;49.3
630;1;14/10/2006;45.6
631;2;18/07/2008;57.4
632;5;04/08/1977;93.7
633;1;24/06/2011;93.3
634;5;22/05/2013;6.8
635;3;02/09/2017;7.4
636;3;15/10/1979;33.5
637;3;07/01/1989;52
638;1;18/09/1991;27.1
639;1;13/12/2009;67.5
640;5;18/03/1992;42.2
641;3;23/09/1992;89.5
642;2;19/06/1999;46
643;2;27/08/1996;61.9
644;1;20/05/2001;39.1
645;5;04/01/2020;60.9
646;3;17/04/1975;39.9
647;3;08/11/2016;90.5
648;1;10/04/2016;7.4
649;4;17/02/1988;99.9
650;5;06/09/2019;9.6
651;4;18/10/2003;64.2
652;1;07/11/2015;7.3
653;4;04/01/2013;60.8
654;2;18/11/1986;98.2
655;3;21/07/2013;42.5
656;2;25/06/1979;21.2
657;3;20/06/2012;47.5
658;1;28/04/1976;25.2
659;3;02/12/2018;38.9
660;4;07/03/2016;38.4
661;2;10/10/1971;19.5
662;2;01/05/1980;76.3
663;2;02/08/1976;16.5
664;2;12/01/2020;34.6
665;4;30/04/2001;59.2
666;2;21/12/2014;99
667;5;07/02/1979;99.7
668;4;13/03/2007;48.8
669;2;06/07/1981;42.7
670;2;14/07/1985;31.3
671;3;24/08/1986;96.4
672;1;13/05/1988;88.9
673;5;29/01/1990;83.1
674;4;18/09/1998;94.8
675;2;27/03/1999;98.7
676;3;11/10/1971;54.2
677;5;05/05/1985;7.3
678;5;25/12/1977;3.7
679;1;31/05/1997;53.1
680;4;30/05/1982;58.3
681;4;05/02/1996;19.9
682;5;28/04/2010;82.8
683;2;13/08/1987;42.9
684;3;21/06/1988;22.5
685;4;03/06/2011;37.2
686;1;20/09/1999;46.8
687;4;17/10/2017;13.4
688;3;25/07/1999;60.8
689;1;27/06/2001;49.5
690;4;16/03/2001;22.3
691;1;14/08/2011;17.1
692;3;18/09/2020;79.1
693;3;09/12/1992;81.3
694;1;24/08/2016;69.5
695;1;20/07/1989;81.1
696;2;18/04/1994;38
697;3;05/11/1980;62.3
698;1;17/12/1993;39.5
699;4;22/02/1993;18.5
700;4;27/03/1978;75.7
701;3;31/12/2003;84.5
702;2;04/03/2005;67.9
703;1;13/01/1989;53.4
704;4;02/07/2005;13.4
705;4;29/12/1997;24.2
706;4;07/11/1994;91.2
707;2;18/11/1986;75.3
708;1;21/12/1997;86
709;5;25/10/1998;43.1
710;2;11/09/2008;15.5
711;1;05/05/2006;91.5
712;2;08/09/2018;71.7
713;4;20/10/2007;31
714;2;15/09/2005;41.6
715;2;29/05/2015;10.5
716;3;19/01/2012;88.6
717;5;26/05/2000;5.3
718;1;02/07/2007;58.2
719;1;17/04/2001;71.9
720;4;28/08/2020;48.2
721;5;10/05/1985;65.7
722;4;12/05/2007;86.9
723;3;18/09/1979;32.7
724;3;30/03/2005;24.5
725;5;27/10/2008;96.8
726;4;05/10/2020;83
727;1;28/10/1992;97.7
728;1;11/06/1992;89.7
729;3;05/08/2004;2.3
730;3;17/08/2001;7.3
731;1;10/02/2005;9.7
732;5;03/04/2011;52.7
733;5;02/06/1987;27.4
734;1;24/05/1990;33.5
735;2;05/10/2005;15.7
736;2;11/07/2003;39.4
737;3;02/12/1996;75
738;1;12/07/1994;48.8
739;4;25/04/1990;60.6
740;4;17/02/1983;88.8
741;2;22/07/2008;86.2
742;1;16/07/1987;57.1
743;4;22/08/1980;62
744;1;15/02/2013;70.8
745;2;29/04/2016;86.9
746;1;16/04/2013;26.7
747;5;07/06/2013;41
748;3;19/06/1971;48.4
749;1;30/06/1982;69.8
750;1;08/09/1970;37.1
751;5;03/04/2010;90.4
752;4;04/09/1973;89.8
753;5;28/06/1977;39.3
754;3;02/11/1987;62.1
755;3;07/06/2015;14.5
756;1;21/11/1976;76.1
757;2;27/07/1979;8.1
758;2;07/09/1998;25.9
759;1;29/01/1994;52
760;4;31/12/1973;71.5
761;3;05/03/2013;36.5
762;4;24/07/2002;22.6
763;4;04/02/2017;33.3
764;3;29/09/2002;94.1
765;4;12/05/1982;63.5
766;4;16/02/1997;44.3
767;2;02/04/1977;33.5
768;2;25/11/1978;64.2
769;1;14/07/1997;7.1
770;3;11/10/1975;26.5
771;1;06/03/2020;24
772;3;01/07/2005;93.7
773;1;14/05/1993;54.1
774;1;18/10/1971;0.3
775;1;09/06/1979;24.4
776;2;21/08/2006;77.2
777;3;30/11/2007;41.5
778;4;12/04/2014;68.7
779;2;02/03/2004;86.2
780;3;08/06/1987;91.2
781;2;03/04/1982;82.6
782;3;12/12/2015;64.3
783;2;30/11/1976;93.4
784;2;23/07/2020;26.8
785;5;25/01/2008;68.1
786;3;28/09/2015;62.2
787;2;04/09/2011;82.7
788;4;09/03/2020;28.5
789;5;25/04/1973;87.6
790;3;24/10/1984;86.1
791;5;09/07/2014;82.6
792;1;28/03/1982;29.5
793;5;30/06/1990;68.3
794;2;04/11/1989;21.4
795;3;14/01/1974;46.9
796;2;07/09/2016;4.3
797;1;14/02/2020;6
798;2;26/05/1997;31.8
799;3;27/05/2007;16.4
800;2;06/12/1976;42.7
801;1;16/11/2006;50.7
802;3;19/09/1976;74.2
803;3;13/02/1993;43.5
804;3;25/12/1983;68.2
805;4;20/06/1999;23.9
806;1;23/12/2010;1.6
807;4;27/03/1999;60.4
808;1;12/08/2012;29.7
809;1;03/06/2010;52.7
810;5;01/01/1975;78.1
811;4;21/11/2012;7.8
812;4;18/07/1995;64.3
813;4;13/01/2010;40.4
814;2;27/12/2008;33.5
815;4;03/09/1994;90.7
816;2;08/04/1993;65.8
817;5;14/12/1990;69.6
818;3;01/09/2003;3.3
819;2;11/10/2012;64.4
820;1;13/07/1996;1.7
821;2;01/03/2000;86.5
822;3;11/08/1990;45.6
823;2;13/06/2003;1.6
824;4;15/03/1982;55
825;4;25/09/1971;96.7
826;3;05/01/1981;53.2
827;2;05/08/2004;75.8
828;2;01/06/1984;42.4
829;3;15/03/1987;27.5
830;5;24/09/2010;38.1
831;2;06/05/1981;87.1
832;2;10/02/2003;10.5
833;3;10/03/2017;10
834;5;21/09/1985;20.7
835;3;19/11/2011;62.4
836;4;27/03/1999;70.1
837;1;01/03/2015;58.8
838;3;07/09/1974;28.8
839;1;26/10/1980;65
840;2;17/11/2009;90.4
841;5;23/06/1974;74.8
842;1;04/06/1987;95
843;2;19/12/2008;91
844;5;18/12/1974;44.4
845;1;06/03/2020;97.3
846;4;02/11/2015;15.8
847;4;01/05/2001;55.9
848;2;01/06/1998;48.4
849;5;14/12/2001;98.3
850;4;22/03/2020;48.3
851;2;29/04/2014;29.7
852;3;29/10/2020;20.2
853;3;12/01/2006;81.1
854;5;19/12/1980;36.4
855;1;15/07/2018;55.3
856;3;27/04/2014;59.8
857;4;24/01/1994;37.9
858;2;08/10/1975;97.9
859;4;24/10/1970;40
860;3;18/11/2007;18.3
861;5;06/01/2006;22.1
862;5;14/07/2020;46.5
863;2;12/05/2005;29.2
864;4;12/12/2006;93.5
865;1;08/12/1975;20.1
866;5;01/02/2008;44.4
867;3;24/07/2004;60.3
868;3;17/04/1986;43.2
869;1;02/03/1994;47.4
870;1;29/08/2015;69.6
871;1;14/10/2014;60.2
872;2;17/01/1978;36.7
873;4;31/01/1971;5.3
874;5;24/03/2001;74.4
875;5;20/11/1983;96.3
876;4;21/06/1985;98.5
877;2;21/01/2018;91.3
878;4;26/09/1994;72.9
879;4;28/06/2006;83.1
880;3;11/09/2019;99
881;4;23/01/2008;41.5
882;1;19/08/1987;69.9
883;1;25/12/2019;95.7
884;2;15/05/1986;25.3
885;1;15/10/1982;31.9
886;2;05/02/1976;31.1
887;3;22/02/1992;47.3
888;5;23/03/2003;55.6
889;2;20/12/1974;96.8
890;3;15/02/2018;23.5
891;5;11/11/1970;69.2
892;2;17/04/1995;16.6
893;5;13/07/1988;20.2
894;3;27/12/1989;62.1
895;2;05/07/2006;95.5
896;1;23/07/1985;38.7
897;2;05/08/1973;33
898;5;30/05/1995;57.9
899;3;26/03/2003;36.4
900;3;09/12/2011;86.8
901;3;15/08/1978;53.2
902;5;23/09/1973;92.3
903;5;24/06/2019;13.7
904;4;08/11/2005;61.2
905;2;05/01/1985;63.4
906;4;15/01/1986;84.1
907;2;01/08/1985;76.3
908;2;19/11/1984;56.9
909;1;08/10/1971;43
910;2;17/02/2020;24.7
911;5;17/08/2016;16.6
912;3;28/12/2018;4.7
913;1;18/12/1987;78.5
914;4;11/10/2003;97
915;4;26/12/2002;2.9
916;2;17/05/2005;38.9
917;1;31/08/1994;85.8
918;4;17/01/1972;29.3
919;1;31/07/1977;62.8
920;4;03/08/1979;97.6
921;4;02/11/2004;12.4
922;3;16/08/1971;29.9
923;3;27/11/1988;91.5
924;2;02/01/2009;44.7
925;4;29/09/1996;72.4
926;1;21/01/1978;1.2
927;2;11/10/2004;94.4
928;4;16/10/1976;50.7
929;3;26/10/1972;6.9
930;4;24/08/2010;54.3
931;1;25/07/2012;45.6
932;2;08/11/1995;13.4
933;5;14/04/2001;33.2
934;5;09/10/2006;34.5
935;2;25/12/1998;95.4
936;1;06/03/1983;45.5
937;4;11/08/1972;78.9
938;1;28/02/1983;54.7
939;1;14/02/1995;87.3
940;4;11/04/2017;33.8
941;5;22/07/1993;44.2
942;5;20/09/1973;79.9
943;5;11/01/1979;20.6
944;2;24/04/1997;38.5
945;4;14/01/1987;38.5
946;2;08/03/1996;86.1
947;4;07/07/1996;66
948;5;11/06/1976;44.5
949;1;03/11/1997;24.2
950;2;14/05/1974;82.4
951;4;10/11/1993;48.6
952;4;12/04/1981;91
953;5;16/05/2005;53.7
954;4;20/04/1993;72
955;2;10/06/1976;18.9
956;3;21/03/1972;19.1
957;4;10/08/1983;5.8
958;2;31/08/2015;63.7
959;1;13/01/2006;2.4
960;4;15/05/1992;79.4
961;3;31/12/1981;29.6
962;5;06/02/1988;58.2
963;5;11/10/2003;27.4
964;4;28/03/1994;36.9
965;5;26/03/1994;99.2
966;5;13/05/2010;27.6
967;4;24/01/2013;11
968;1;09/10/1980;24.8
969;5;18/07/1999;96.5
970;3;05/02/2016;70
971;3;13/10/1971;92.6
972;1;22/05/1996;83.5
973;3;15/09/2018;88
974;3;12/05/2015;16.6
975;4;06/06/2006;44.9
976;5;09/04/1987;43.9
977;3;23/03/1973;67.3
978;1;28/06/2006;37.8
979;5;05/09/2009;41.7
980;1;16/08/1975;24.4
981;3;07/10/1998;76.6
982;2;17/12/1979;0.8
983;1;10/03/1971;75.8
984;5;24/06/1972;51.3
985;1;14/09/1971;60.6
986;5;13/04/1978;20.6
987;5;11/11/1991;2.5
988;2;07/05/1975;12.9
989;2;27/08/2013;76.9
990;2;26/04/2004;47.4
991;5;02/06/1981;80.5
992;5;13/08/1971;33.3
993;3;23/08/1984;47.1
994;1;23/04/1987;4
995;2;04/12/2009;9.6
996;3;10/09/1978;24.9
997;3;14/03/1995;71.5
998;4;21/05/1998;33.2
999;3;09/10/1987;9.8
1000;3;20/05/2005;15.3id;sensorId;dt;value
1;3;29/08/1995;8.2
2;2;13/03/1999;69.1
3;2;10/07/1982;72.2
4;3;20/01/2017;92.5
5;3;30/05/1980;54
6;2;14/05/2013;72.1
7;4;03/07/2002;32.3
8;1;08/11/2013;2.6
9;1;30/05/1982;98.8
10;5;08/07/2012;6.4
11;5;28/12/2010;74.4
12;5;10/09/1988;6.5
13;1;26/12/1976;57.4
14;5;21/03/1981;41.6
15;4;04/10/1972;90.3
16;5;22/06/1987;83.7
17;5;07/08/2014;10.8
18;4;03/10/1979;71.5
19;3;28/08/1984;12.6
20;1;22/09/1983;71.1
21;5;07/03/2008;78.4
22;5;07/12/2015;60.8
23;2;13/02/1995;96.6
24;4;28/05/1987;91.8
25;5;11/09/1997;19.4
26;5;29/03/1984;87.7
27;4;15/10/2013;25.6
28;5;11/01/1981;98.6
29;5;24/09/1989;77.1
30;4;19/01/1979;20.6
31;4;14/08/1970;39.6
32;1;08/02/1996;34.8
33;3;29/08/1993;37.3
34;1;30/12/1997;90.6
35;5;06/11/2006;21.3
36;2;08/06/1983;46.8
37;5;08/06/1993;35.6
38;4;02/11/2006;38.2
39;4;25/05/1993;76.1
40;1;28/09/2000;96.8
41;5;09/09/1984;5.4
42;2;06/06/1980;22.1
43;1;28/12/2015;66.4
44;3;09/05/1974;54.6
45;2;25/07/2003;75.8
46;1;08/04/1974;34.1
47;5;08/09/2000;42
48;4;09/09/1984;34.7
49;4;24/07/2017;67
50;4;01/04/1995;99.8
51;3;13/01/2021;48.4
52;2;07/03/1979;96.8
53;4;16/12/1978;9.3
54;5;21/02/1992;10.2
55;4;15/02/1991;28.5
56;4;21/01/2007;51.2
57;5;23/03/1991;12.7
58;5;01/02/2011;45.4
59;3;22/05/2012;45.5
60;2;14/03/1995;39.2
61;3;24/04/1999;24.3
62;2;23/04/1989;58.6
63;2;06/02/1979;87.5
64;2;11/08/2014;51.5
65;3;05/01/2002;33.9
66;4;14/01/1990;28.7
67;3;08/09/1997;77.6
68;4;31/10/2010;91
69;5;18/01/2018;53.7
70;2;20/03/2017;73.2
71;1;03/07/1996;85.5
72;5;15/07/2018;17.3
73;1;10/03/2011;43.6
74;2;14/12/1978;31.8
75;3;02/02/1972;99.9
76;2;04/08/1982;19.7
77;5;06/04/1986;0.5
78;5;30/12/2001;15.6
79;5;04/03/1993;99.7
80;1;23/08/2020;76
81;3;16/07/2014;76
82;3;26/03/1975;74
83;3;24/10/2020;94.5
84;5;29/05/1999;85.6
85;1;10/12/1974;88.4
86;1;02/07/2012;64.8
87;1;29/01/2019;20.4
88;4;10/10/2020;59.7
89;3;22/08/2011;88.4
90;1;27/10/1985;92.5
91;5;27/09/1977;25
92;1;08/12/1999;67.7
93;2;26/12/1970;43.8
94;2;02/10/1992;10.6
95;3;21/08/1982;4.2
96;1;27/07/2007;70.7
97;4;16/03/2004;39.9
98;3;08/10/1997;95.5
99;4;16/05/2015;43.6
100;5;14/10/2005;24.9
101;5;21/09/2014;42.2
102;3;12/05/1998;93.7
103;1;06/10/2019;19.3
104;1;28/05/1993;23.8
105;5;17/10/1986;71.1
106;4;09/03/1994;96.3
107;2;07/10/1975;64.1
108;2;23/05/2009;69.7
109;5;16/12/2011;83.9
110;3;23/07/2008;77.9
111;3;30/07/1970;79.3
112;4;22/05/1971;6.8
113;1;10/05/1976;43.4
114;4;19/09/2005;52.2
115;4;15/05/2004;96.3
116;5;19/06/1982;34.1
117;3;08/12/1990;63.9
118;5;15/10/1980;14.5
119;3;01/05/2007;72.8
120;4;15/04/2014;15.9
121;1;07/04/1988;5.4
122;3;09/09/1981;79.4
123;3;10/09/2005;32.9
124;1;16/02/2009;70.4
125;4;11/09/1997;57.8
126;1;09/06/2019;6
127;2;29/05/1986;14.5
128;3;03/06/1988;71.8
129;1;17/01/1992;41.6
130;1;04/03/2001;96.4
131;3;16/11/1991;33.8
132;4;20/09/1994;9.2
133;2;01/02/1979;11.1
134;2;13/04/2006;53
135;2;17/04/1996;57.8
136;2;29/04/1972;48.6
137;4;05/01/1985;30.2
138;4;29/05/2012;17.7
139;4;29/05/2012;89.5
140;2;05/10/1984;14.5
141;2;05/01/1981;49.5
142;2;12/04/2020;21
143;5;03/01/2000;22.7
144;3;21/09/1978;41.4
145;3;12/10/1983;92.8
146;1;07/03/2020;21.6
147;5;08/02/1972;54.8
148;5;29/01/1989;2.3
149;1;09/11/2004;68.2
150;2;25/12/1980;46.2
151;3;15/01/1995;4.3
152;1;26/09/1991;43.8
153;4;18/12/2015;93.7
154;3;01/11/1972;36.1
155;3;16/07/2009;81.4
156;2;08/09/1982;60.8
157;1;21/09/2018;73.9
158;3;11/02/1989;41.4
159;4;13/04/2011;35.1
160;3;16/02/1989;10.8
161;4;21/12/2008;54
162;5;20/09/2007;46.7
163;1;02/03/1997;65.4
164;4;06/05/1998;65.8
165;4;11/09/2002;48.9
166;4;27/03/2001;88.7
167;4;22/01/1992;43.5
168;4;19/12/2012;40.6
169;1;21/07/2017;59.6
170;5;02/10/2012;38.3
171;1;17/03/2000;8.5
172;5;01/10/1977;20.5
173;3;15/08/2005;8.1
174;3;03/08/1998;3.9
175;4;12/02/1980;82.4
176;3;06/02/2009;61.3
177;2;28/03/1983;62
178;3;21/04/1992;87.9
179;5;12/11/1994;57.6
180;5;04/01/1978;20.9
181;4;31/12/1982;78.2
182;3;06/03/1990;45.4
183;2;09/02/1988;83.4
184;2;10/12/1993;21.9
185;5;20/02/2017;58.5
186;4;25/07/1996;81.5
187;5;24/02/1973;68.2
188;3;17/05/2015;14.8
189;2;12/12/2006;0.4
190;1;03/04/2008;42
191;3;20/04/2019;83
192;4;04/04/2008;85.2
193;1;12/06/1980;42
194;4;01/02/2016;23.9
195;2;16/12/1971;88.5
196;5;13/08/1978;17.6
197;5;07/09/2018;97
198;2;13/05/1981;95.2
199;1;20/08/2017;69.9
200;4;02/04/1973;12.3
201;1;25/07/1976;66.3
202;5;08/06/1973;35.1
203;5;28/03/1980;87.3
204;5;03/06/2016;15.1
205;5;13/11/1980;86.2
206;4;09/05/1986;85.2
207;3;22/01/2017;96.7
208;1;23/12/1975;1.9
209;2;03/11/1997;95.2
210;1;20/12/2005;42.3
211;5;22/09/2008;2.3
212;3;07/03/2006;98.9
213;5;16/11/1983;93.2
214;1;16/02/1997;62.8
215;4;31/03/2003;77
216;4;16/08/2002;45.1
217;3;31/10/1975;52
218;1;12/04/1977;75.5
219;2;22/12/2010;71.4
220;1;10/09/2004;73.9
221;3;20/10/1988;18.7
222;1;27/01/2013;36.6
223;2;08/10/1974;65.2
224;3;24/07/1997;51.8
225;5;15/12/1995;99.8
226;4;18/05/1982;57.6
227;2;01/07/2006;10.8
228;3;01/05/1974;10
229;2;19/01/1993;92.6
230;3;18/09/2002;9.4
231;5;16/06/2011;77.7
232;5;15/03/1983;24
233;2;13/05/1988;33.8
234;5;25/02/1983;53.8
235;2;05/06/2016;74.4
236;1;13/07/2007;54.1
237;4;27/06/2017;47.7
238;3;09/12/2005;49.1
